Project,tool,file_old,line_old,file_new,line_new,threshhold,version_altered,date_altered,day,type,subtype,type,subtype
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,505,,464   -   466   -   468   -   469   -   470   -   ,0.757142857, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,505,,464   -   466   -   468   -   469   -   470   -   ,0.757142857, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,505,,464   -   466   -   468   -   469   -   470   -   ,0.757142857, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,505, libxpeccy/hdd.c,464   -   ,0.728571429, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,505,,464   -   466   -   468   -   469   -   470   -   ,0.757142857, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,505,,464   -   466   -   468   -   469   -   470   -   ,0.757142857, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,505,,464   -   466   -   468   -   469   -   470   -   ,0.757142857, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,506,,471   -   ,0.685714286, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,506,,471   -   ,0.685714286, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,510,,476   -   ,0.625, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/hdd.c,510,,476   -   ,0.625, df58bb2dbaa7c24a7cba7b8f2dc99997d9960794 df58bb2dbaa7c24a7cba7b8f2dc99997d9960794,1369397316,208,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
samstyle/Xpeccy, Parasoft, src/libxpeccy/input.c,21,,69   -   ,0.658536585, 980348dc7878bd0603bf607bc894746a8ef0dea5 980348dc7878bd0603bf607bc894746a8ef0dea5,1416655111,755,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/input.c,21,,69   -   ,0.658536585, 980348dc7878bd0603bf607bc894746a8ef0dea5 980348dc7878bd0603bf607bc894746a8ef0dea5,1416655111,755,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/input.c,110, libxpeccy/input.c,253   -   ,0.780487805, f1a61a33008ca299d132e931907da4f0b88e115e,1498148124,1698,  Code Quality, General,,
samstyle/Xpeccy, Parasoft, src/libxpeccy/input.c,113, libxpeccy/input.c,85   -   ,0.666666667, a87b33d226911eea258f0ea843939cb4bf358570,1434531273,962,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/memory.c,24,,10   -   ,0.78125, bdd4cc1c92f8b4994ea3be687f7a63ed862a1e15 bdd4cc1c92f8b4994ea3be687f7a63ed862a1e15,1353390628,23,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/memory.c,24,,10   -   ,0.78125, bdd4cc1c92f8b4994ea3be687f7a63ed862a1e15 bdd4cc1c92f8b4994ea3be687f7a63ed862a1e15,1353390628,23,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/memory.c,47, libxpeccy/memory.c,30   -   ,0.538461538, f0a585eb6d8678e11787e3a3f155cfcf4634bf66,1485988355,1558,  Code Quality, General,,
samstyle/Xpeccy, Parasoft, src/libxpeccy/memory.c,131, libxpeccy/memory.c,110   -   ,0.339622642, 5ce3cf816e5f6762a0c87d6f9894b9f58aeaf936,1453663615,1184,  Code Quality, General,,
samstyle/Xpeccy, Parasoft, src/libxpeccy/memory.c,134, libxpeccy/memory.c,114   -   ,0.339622642, 5ce3cf816e5f6762a0c87d6f9894b9f58aeaf936,1453663615,1184,  Code Quality, General,,
samstyle/Xpeccy, Parasoft, src/libxpeccy/memory.c,142, libxpeccy/memory.c,123   -   ,0.339622642, 5ce3cf816e5f6762a0c87d6f9894b9f58aeaf936,1453663615,1184,  Code Quality, General,,
samstyle/Xpeccy, Parasoft, src/libxpeccy/memory.c,145, libxpeccy/memory.c,127   -   ,0.339622642, 5ce3cf816e5f6762a0c87d6f9894b9f58aeaf936,1453663615,1184,  Code Quality, General,,
samstyle/Xpeccy, Parasoft, src/libxpeccy/tape.c,234,,320   -   321   -   ,0.707692308, 42ed0762e89f2bf3adc35c117ca3e7633331aece 405c1406227e515dc920634436b972c6e1e66e4b 42ed0762e89f2bf3adc35c117ca3e7633331aece 405c1406227e515dc920634436b972c6e1e66e4b,1395598953,511,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/tape.c,234,,320   -   321   -   ,0.707692308, 42ed0762e89f2bf3adc35c117ca3e7633331aece 405c1406227e515dc920634436b972c6e1e66e4b 42ed0762e89f2bf3adc35c117ca3e7633331aece 405c1406227e515dc920634436b972c6e1e66e4b,1395598953,511,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/tape.c,234,,320   -   321   -   ,0.707692308, 42ed0762e89f2bf3adc35c117ca3e7633331aece 405c1406227e515dc920634436b972c6e1e66e4b 42ed0762e89f2bf3adc35c117ca3e7633331aece 405c1406227e515dc920634436b972c6e1e66e4b,1395598953,511,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/tape.c,234,,320   -   321   -   ,0.707692308, 42ed0762e89f2bf3adc35c117ca3e7633331aece 405c1406227e515dc920634436b972c6e1e66e4b 42ed0762e89f2bf3adc35c117ca3e7633331aece 405c1406227e515dc920634436b972c6e1e66e4b,1395598953,511,  Code Quality, General, Code Quality, General
samstyle/Xpeccy, Parasoft, src/libxpeccy/tape.c,417, libxpeccy/tape.c,422   -   ,0.688311688, b60ea25b3641e22bbfb6929f794820b24664b02e,1414943211,735,  Code Quality, General,,
scross99/locic, Flawfinder, src/Locic/main.cpp,91, tools/locic.cpp,429   -   ,0.791044776, 325820a3b2df484a40d1ee7f0134d60f092dc40f,1453057055,1334,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
scross99/locic, Flawfinder, src/Locic/main.cpp,90, tools/locic.cpp,429   -   ,0.697674419, 325820a3b2df484a40d1ee7f0134d60f092dc40f,1453057055,1334,  Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings
simongog/sdsl-lite, RATS, lib/util.cpp,185, lib/util.cpp,174   -   ,0.484848485, 83b1184e51f5b9b590ce17f5b441f7e366a99141,1443084477,1057,  Time and State, File Access Race Condition: TOCTOU,,
simongog/sdsl-lite, Flawfinder, examples/range_minimum_queries.cpp,11, examples/range-minimum-queries.cpp,12   -   ,0.185185185, 468ae149e27d8fdaa82ea6e2c7e0100d63f45833,1371360734,227,  Input Validation and Representation, Integer Overflow,,
simongog/sdsl-lite, Flawfinder, include/sdsl/util.hpp,544, include/sdsl/util.hpp,387   -   ,0.693877551, 388cdec57f990515962b80a30a1aecab725af999,1372316661,238,  Security Features, Insecure Randomness,,
simongog/sdsl-lite, Flawfinder, include/sdsl/vlc_vector.hpp,337, include/sdsl/vlc_vector.hpp,281   -   ,0.679245283, 88ffe8a7be8ce52b80c91a9423895be0f56f1540,1364388675,146,  Input Validation and Representation, Buffer Overflow,,
spring/pr-downloader, Flawfinder, src/FileSystem/File.cpp,65, src/FileSystem/File.cpp,82   -   ,0.469387755, 96774d4c529c9f3a4fe334d1d407c1439a625f36,1396159686,453,  Input Validation and Representation, Path Manipulation,,
spring/pr-downloader, Flawfinder, src/FileSystem/File.cpp,67, src/FileSystem/File.cpp,84   -   ,0.48, 96774d4c529c9f3a4fe334d1d407c1439a625f36,1396159686,453,  Input Validation and Representation, Path Manipulation,,
spring/pr-downloader, Flawfinder, src/FileSystem/FileSystem.cpp,135, src/FileSystem/FileSystem.cpp,184   -   ,0.5, 4f5982cbdea19e718a3ac6a4ffd28ffbdb466b06,1397175028,465,  Input Validation and Representation, Buffer Overflow ,,
spring/pr-downloader, Flawfinder, src/FileSystem/FileSystem.cpp,435, src/FileSystem/FileSystem.cpp,636   -   ,0.342105263, 96774d4c529c9f3a4fe334d1d407c1439a625f36,1396159686,453,  Input Validation and Representation, Path Manipulation,,
spring/pr-downloader, Flawfinder, src/FileSystem/File.cpp,106, src/FileSystem/File.cpp,131   -   132   -   133   -   ,0.685714286, a63b7d26cdbcad4066d8a7beb13dc78ebed6c0f4 a63b7d26cdbcad4066d8a7beb13dc78ebed6c0f4 a63b7d26cdbcad4066d8a7beb13dc78ebed6c0f4,1469900781,1306,  Input Validation and Representation, Buffer Overflow, Input Validation and Representation, Buffer Overflow
spring/pr-downloader, PVS-Studio, src/FileSystem/File.cpp,20, src/FileSystem/File.cpp,28   -   ,0.055555556, a63b7d26cdbcad4066d8a7beb13dc78ebed6c0f4,1469900781,1306,  Code Quality, Uninitialized Variable,,
spring/pr-downloader, PVS-Studio, src/Downloader/Rapid/RapidDownloader.cpp,173, src/Downloader/Rapid/RapidDownloader.cpp,207   -   ,0.728571429, 324f21fa97f4b2c78ce183c92a09b78cd7cf569d,1441544033,978,  Code Quality, General,,
spring/pr-downloader, PVS-Studio, src/Downloader/Rapid/Sdp.cpp,247, src/Downloader/Rapid/Sdp.cpp,281   -   283   -   ,0.797468354, 4259f9cc8935f54c73b0d7360e72e848ff1b8a77 4259f9cc8935f54c73b0d7360e72e848ff1b8a77,1472597358,1338,  Code Quality, General, Code Quality, General
spring/pr-downloader, PVS-Studio, src/Downloader/Rapid/Sdp.cpp,262, src/Downloader/Rapid/Sdp.cpp,293   -   ,0.605263158, 4259f9cc8935f54c73b0d7360e72e848ff1b8a77,1472597358,1338,  API Abuse, General,,
stevenlovegrove/Pangolin, cppcheck, examples/SimpleDisplayImage/main.cpp,68, examples/SimpleDisplayImage/main.cpp,69   -   ,0.12, a36dc72970e38fe3d11587270ba00d20979ea6f4,1373239330,254,  Code Quality, Undefined Behavior,,
stevenlovegrove/Pangolin, cppcheck, examples/SimpleMultiDisplay/main.cpp,106, examples/SimpleMultiDisplay/main.cpp,103   -   ,0.12, e45c7e547bdda42165fb5fa9b5323fbeff5529c9,1363662137,143,  Code Quality, Undefined Behavior,,
stevenlovegrove/Pangolin, PVS-Studio, pangolin/widgets.cpp,505, src/display/widgets/widgets.cpp,575   -   ,0.114035088, da98ff721165e8ba975d3ec045712f36ccd27bf7,1475784083,1441,  Code Quality, General,,
stevenlovegrove/Pangolin, PVS-Studio, pangolin/widgets.cpp,547, src/display/widgets/widgets.cpp,617   -   ,0.116883117, da98ff721165e8ba975d3ec045712f36ccd27bf7,1475784083,1441,  Code Quality, General,,
stevenlovegrove/Pangolin, PVS-Studio, pangolin/video/ffmpeg.cpp,168, src/video/drivers/ffmpeg.cpp,192   -   ,0.074074074, 81711c1ccef94ce12e0b71d73c37813b021beaf1,1366296226,173,  Code Quality, General ,,
stuntrally/stuntrally, RATS, source/ogre/Championships.cpp,114, source/ogre/Championships.cpp,46   -   ,0.585106383, 4befcf9323b921f26651873ec697e18706a41314,1384635578,473,  Input Validation and Representation, Buffer Overflow,,
stuntrally/stuntrally, RATS, source/ogre/SceneInit.cpp,373, source/ogre/SceneInit.cpp,528   -   ,0.705882353, dc1de432def279269d3b6b2c7c75190836cb6c63,1439481412,1107,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
stuntrally/stuntrally, RATS, source/ogre/SceneInit.cpp,392, source/ogre/SceneInit.cpp,554   -   ,0.75, dc1de432def279269d3b6b2c7c75190836cb6c63,1439481412,1107,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
stuntrally/stuntrally, RATS, source/ogre/SceneInit.cpp,393, source/ogre/SceneInit.cpp,554   -   ,0.6, dc1de432def279269d3b6b2c7c75190836cb6c63,1439481412,1107,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
stuntrally/stuntrally, Flawfinder, source/ogre/SceneInit.cpp,373, source/ogre/SceneInit.cpp,528   -   ,0.705882353, dc1de432def279269d3b6b2c7c75190836cb6c63,1439481412,1107,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
stuntrally/stuntrally, Flawfinder, source/ogre/SceneInit.cpp,392, source/ogre/SceneInit.cpp,554   -   ,0.75, dc1de432def279269d3b6b2c7c75190836cb6c63,1439481412,1107,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
stuntrally/stuntrally, Flawfinder, source/ogre/SceneInit.cpp,393, source/ogre/SceneInit.cpp,554   -   ,0.6, dc1de432def279269d3b6b2c7c75190836cb6c63,1439481412,1107,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
stuntrally/stuntrally, Flawfinder, source/network/protocol.hpp,74, source/network/protocol.hpp,80   -   ,0.239130435, 385604d647960a0b993ce382b9c08283b766be8e,1356604744,148,  Input Validation and Representation, Buffer Overflow ,,
stuntrally/stuntrally, Flawfinder, source/ogre/Championships.cpp,114, source/ogre/Championships.cpp,46   -   ,0.585106383, 4befcf9323b921f26651873ec697e18706a41314,1384635578,473,  Input Validation and Representation, Buffer Overflow,,
stuntrally/stuntrally, Flawfinder, source/ogre/FollowCamera.h,20, source/ogre/FollowCamera.h,19   -   ,0.397590361, af0643a5bc43862df3073f7302235f68c30076a6,1392154507,560,  Input Validation and Representation, Buffer Overflow,,
stuntrally/stuntrally, Flawfinder, source/ogre/Gui_Network.cpp,159, source/ogre/Gui_Network.cpp,188   -   189   -   ,0.326530612, f33042cbc7ba2ff24f55efeea7219be419e2d3dc 1ee3a69b43b6512d7ee9b9a59ea3aa72eadeb3d8,1356606706,148,  Input Validation and Representation, Buffer Overflow , Input Validation and Representation, Buffer Overflow
stuntrally/stuntrally, Flawfinder, source/ogre/Gui_Network.cpp,160, source/ogre/Gui_Network.cpp,190   -   191   -   ,0.509803922, 95d8c2b1878de2b837e90d810688a4f04a311106 1ee3a69b43b6512d7ee9b9a59ea3aa72eadeb3d8,1376752479,381,  Input Validation and Representation, Buffer Overflow , Input Validation and Representation, Buffer Overflow
stuntrally/stuntrally, Flawfinder, source/ogre/common/MessageBox/MessageBox.h,355, source/ogre/common/MessageBox/MessageBox.h,102   -   ,0.76984127, a860aec3dfc5b23619509c67c1f644d011f4eeee,1379700416,415,  Input Validation and Representation, Buffer Overflow,,
stuntrally/stuntrally, cppcheck, source/ogre/common/Gui_CommonTrack.cpp,451, source/ogre/common/GuiCom_Track.cpp,383   -   ,0.344086022, 028f3d045f42fc4b5723dacc27938b8d0bae1e64,1395767778,601,  Input Validation and Representation, Buffer Overflow,,
supercollider/sc3-plugins, PVS-Studio, source/TagSystemUGens/TagSystemUgens.cpp,204, source/TagSystemUGens/TagSystemUgens.cpp,205   -   ,0.0375, 54a2f6f8e0bda28be287acc89908bc26b7a37ba7,1402400657,559,  API Abuse, Often Misused: Strings, Input Validation and Representation, Format String
supercollider/sc3-plugins, PVS-Studio, source/TagSystemUGens/TagSystemUgens.cpp,412, source/TagSystemUGens/TagSystemUgens.cpp,413   -   ,0.042857143, 54a2f6f8e0bda28be287acc89908bc26b7a37ba7,1402400657,559,  API Abuse, Often Misused: Strings, Input Validation and Representation, Format String
supercollider/sc3-plugins, PVS-Studio, source/TagSystemUGens/TagSystemUgens.cpp,434, source/TagSystemUGens/TagSystemUgens.cpp,435   -   ,0.055555556, 54a2f6f8e0bda28be287acc89908bc26b7a37ba7,1402400657,559,  API Abuse, Often Misused: Strings, Input Validation and Representation, Format String
supercollider/sc3-plugins, PVS-Studio, source/TagSystemUGens/TagSystemUgens.cpp,438, source/TagSystemUGens/TagSystemUgens.cpp,439   -   ,0.0375, 54a2f6f8e0bda28be287acc89908bc26b7a37ba7,1402400657,559,  API Abuse, Often Misused: Strings, Input Validation and Representation, Format String
supercollider/supercollider, RATS, common/sc_popen.cpp,172, common/sc_popen.cpp,188   -   ,0.720930233, ada0aa282c8362ab4be54be477f94b2229cd7bd2,1500336546,1753,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
supercollider/supercollider, RATS, common/sc_popen.cpp,238, common/sc_popen.cpp,252   -   ,0.027777778, 1800453f240aa91aa3ccd5f935fa9529fdcba794 1800453f240aa91aa3ccd5f935fa9529fdcba794,1500336099,1753,  Input Validation and Representation, Command Injection, Input Validation and Representation, Command Injection
supercollider/supercollider, RATS, editors/sc-ide/widgets/settings/sclang_page.cpp,221, editors/sc-ide/widgets/settings/sclang_page.cpp,259   -   ,0.793103448, f429301be585d3c07b8854cb31b1b833ad5172fe,1373730206,287,  Input Validation and Representation, Buffer Overflow,,
supercollider/supercollider, RATS, external_libraries/oscpack/osc/OscPrintReceivedElements.cpp,120, external_libraries/oscpack_1_1_0/osc/OscPrintReceivedElements.cpp,133   -   ,0.647058824, e88f27fef2a06fa2e7795c1a6ae216f2db56c2c3,1377019866,325,  Input Validation and Representation, Buffer Overflow,,
supercollider/supercollider, RATS, external_libraries/boost/libs/filesystem/src/operations.cpp,1773, external_libraries/boost/libs/filesystem/src/operations.cpp,1846   -   ,0.721311475, 1c6e584617e1e8d9069fd8e6deac839f0db5f696,1436240882,1011,  Input Validation and Representation, Path Manipulation,,
supercollider/supercollider, RATS, external_libraries/boost/libs/filesystem/src/operations.cpp,1775, external_libraries/boost/libs/filesystem/src/operations.cpp,1847   -   1853   -   ,0.763157895, 1c6e584617e1e8d9069fd8e6deac839f0db5f696 1c6e584617e1e8d9069fd8e6deac839f0db5f696,1436240882,1011,  Input Validation and Representation, Path Manipulation, Input Validation and Representation, Path Manipulation
supercollider/supercollider, RATS, external_libraries/oscpack/osc/OscPrintReceivedElements.cpp,121, external_libraries/oscpack_1_1_0/osc/OscPrintReceivedElements.cpp,134   -   ,0.513513514, e88f27fef2a06fa2e7795c1a6ae216f2db56c2c3,1377019866,325,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
supercollider/supercollider, RATS, lang/LangSource/PyrLexer.cpp,2000, lang/LangSource/PyrLexer.cpp,1975   -   ,0.765957447, d12f96528af740eee647047d35a4f628993e34a1,1493597134,1675,  Input Validation and Representation, Buffer Overflow,,
supercollider/supercollider, RATS, lang/LangSource/SC_LanguageClient.cpp,103, lang/LangSource/SC_LanguageClient.cpp,120   -   ,0.666666667, 6f869989dd908d08333cc7d4588410bc8ff07068,1495485922,1697,  Input Validation and Representation, Buffer Overflow,,
supercollider/supercollider, RATS, lang/LangSource/SC_LanguageClient.cpp,108, lang/LangSource/SC_LanguageClient.cpp,124   -   ,0.744897959, 6f869989dd908d08333cc7d4588410bc8ff07068,1495485922,1697,  Input Validation and Representation, Buffer Overflow,,
supercollider/supercollider, RATS, lang/LangPrimSource/SC_ComPort.cpp,104, lang/LangPrimSource/SC_ComPort.cpp,87   -   ,0.737704918, 473c1d98f268fbee1f4390991c6013aad456d530,1373314064,283,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
supercollider/supercollider, RATS, lang/LangPrimSource/PyrFilePrim.cpp,144, lang/LangPrimSource/PyrFilePrim.cpp,156   -   ,0.586666667, a9f0496530e5f15aae9146a7deecc5ef7a98db28,1494812973,1689,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
supercollider/supercollider, RATS, lang/LangSource/PyrLexer.cpp,260, lang/LangSource/PyrLexer.cpp,220   -   ,0.525, 8a9a590c700390a46050be2f408aedce937d0689,1493497743,1674,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
supercollider/supercollider, RATS, lang/LangSource/PyrSymbolTable.cpp,44, lang/LangSource/PyrSymbolTable.cpp,44   -   ,0.24137931, b8febf5d08ad2995dbd8a732bf2af9df84ccb8e4,1454536665,1223,  Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings
supercollider/supercollider, RATS, server/scsynth/SC_ComPort.cpp,232, server/scsynth/SC_ComPort.cpp,302   -   ,0.788461538, 8bb47dce5fe3b848110faca3789ce55140d6fd02,1375186121,304,  Input Validation and Representation, Buffer Overflow,,
